tool,size,t_load,m_graph,t_first,t_rest
n3js,10000,0.14618432699888945,58800,0.0013350790031254293,0.000027251001447439195
n3js,10000,0.1235816449970007,59280,0.0013416099995374679,0.000028401002287864686
n3js,10000,0.13540949700027705,58772,0.0013741899989545346,0.000028615999966859817
n3js,10000,0.14131339100003243,58272,0.0014077629968523978,0.000027336999773979188
n3js,20000,0.21937161099910735,69984,0.0032341139987111093,0.000029444999992847444
n3js,20000,0.21391142800077795,69668,0.002461268000304699,0.000027062002569437026
n3js,20000,0.21363924899697304,70460,0.002450672999024391,0.000027821999043226242
n3js,20000,0.2159100049994886,70404,0.0024766770005226137,0.000027970001101493837
n3js,40000,0.3563642149977386,94792,0.004759555000811815,0.00002849400043487549
n3js,40000,0.3740267719998956,95620,0.004730877000838518,0.000028988998383283616
n3js,40000,0.3498201010003686,96056,0.004585283000022173,0.000029066000133752824
n3js,40000,0.3512350549995899,96016,0.004775534998625517,0.000030255001038312913
n3js,80000,0.7174191750027239,161972,0.009326557997614145,0.00003085099905729294
n3js,80000,0.7154583960026503,162832,0.00891499200090766,0.00003048500046133995
n3js,80000,0.6689110409989953,162400,0.008969845999032259,0.00003621300309896469
n3js,80000,0.6928326009996235,161296,0.008896090999245643,0.00003073399886488914
n3js,100000,0.8124161090031267,181720,0.01082641600072384,0.00011178199946880341
n3js,100000,0.8234490579999983,180496,0.010933883998543024,0.00011087099835276603
n3js,100000,0.8229121389985085,181188,0.010863951999694109,0.00011572900041937828
n3js,100000,0.8062331710010767,180716,0.010938935000449419,0.00011439500004053115
n3js,1000000,7.9737660659998655,1283644,0.14320337699726224,0.00004128499701619148
n3js,1000000,9.153422824997454,1288236,0.1472536370009184,0.00004186499863862991
n3js,1000000,9.33326801700145,1288628,0.14239134299755096,0.00004053499922156334
n3js,1000000,8.95663563399762,1288632,0.14344016300141813,0.000040432002395391464
