tool,size,t_load,m_graph,t_first,t_rest
python,10000,0.3645698789987364,7792,7.896699753473513e-05,0.0018023060001723934
python,10000,0.35958278899852303,7792,7.96470012573991e-05,0.0017954529976123013
python,10000,0.4335837859980529,7792,8.921200060285628e-05,0.0021222619980107993
python,10000,0.43239705900123226,7792,8.68660026753787e-05,0.0021261660003801808
python,20000,0.8661946610009181,17508,0.00019261100169387646,0.004762315998959821
python,20000,0.8833522419990913,17508,0.00019387899737921543,0.004749825999169843
python,20000,0.8773750430009386,17508,0.00019459199756965972,0.004785678000189364
python,20000,0.8671013829989533,17508,0.0001942470007634256,0.004690277000918286
python,40000,1.7508260440008598,27964,0.0003247189997637179,0.00889497400203254
python,40000,1.7599144460000389,27964,0.000322464999044314,0.008868808999977773
python,40000,1.8148224500000651,27964,0.00032247600029222667,0.008990913000161527
python,40000,1.7465644919975603,27964,0.0003286240025772713,0.008899249998648884
python,80000,3.6334479229990393,53664,0.000914353000553092,0.03072811599849956
python,80000,3.5600535179983126,53664,0.0008644299996376503,0.018861043001379585
python,80000,3.5560625350008195,53664,0.0008531509993190411,0.03593424399878131
python,80000,3.5695628659996146,53664,0.000856581002153689,0.019317905000207247
python,100000,4.443790532001003,65304,0.0017227169992111158,0.024784619999991264
python,100000,4.47861790800016,65304,0.0016829660016810521,0.024348692000785377
python,100000,4.493366339000204,65304,0.0016827689978526905,0.023229788002936402
python,100000,4.505225911001617,65304,0.0016800869998405688,0.0246746679986245
python,1000000,45.87999007899998,552852,0.011201721998077119,0.3096862670026894
python,1000000,46.405903609000234,552848,0.01190871899962076,0.30514541100274073
python,1000000,46.45125574600024,552852,0.01149934199929703,0.3125024509972718
python,1000000,46.55233193800086,552852,0.011572731000342174,0.31534157799978857
