tool,size,t_load,m_graph,t_first,t_rest
pypy,10000,1.1381621420150623,15952,0.00018804700812324882,0.019218485977035016
pypy,10000,1.0863658369635232,13780,0.00014271901454776525,0.015272240969352424
pypy,10000,0.7086347190197557,14608,0.00012156198499724269,0.012048146047163755
pypy,10000,0.7040056189871393,13220,0.0001246799947693944,0.012908658012747765
pypy,20000,1.0092384479939938,19336,0.00022763200104236603,0.02140846598194912
pypy,20000,1.1177601529634558,18140,0.00023626798065379262,0.020558101998176426
pypy,20000,0.9920094810076989,18880,0.00020322599448263645,0.017840460990555584
pypy,20000,1.005245451000519,18220,0.00019013701239600778,0.034392089990433306
pypy,40000,1.4774887550156564,27876,0.0003569599939510226,0.02883704996202141
pypy,40000,1.4529159020166844,27788,0.00028999795904383063,0.019337525009177625
pypy,40000,1.4305014009587467,28804,0.00029003398958593607,0.018789168039802462
pypy,40000,1.5435513649717905,34440,0.0005407420103438199,0.019205308984965086
pypy,80000,2.2209859550348483,55376,0.0006035870173946023,0.02286345895845443
pypy,80000,2.4070504439878277,50412,0.0007006920059211552,0.022708853997755796
pypy,80000,2.244032032962423,55552,0.0006664009997621179,0.02313410904025659
pypy,80000,2.368900195986498,49900,0.0008659010054543614,0.022696446045301855
pypy,100000,2.8372649649973027,57392,0.0007818019948899746,0.02623356704134494
pypy,100000,2.7641220680088736,61680,0.0011112169595435262,0.026437096996232867
pypy,100000,2.769982023979537,57944,0.000996612012386322,0.024947007012087852
pypy,100000,2.5844824429950677,61244,0.0008953889482654631,0.024845985986758024
pypy,1000000,18.547733612998854,578924,0.02306388400029391,0.1202482059597969
pypy,1000000,18.688736454991158,546200,0.019423046032898128,0.11950291797984391
pypy,1000000,18.401067489001434,554312,0.016290789004415274,0.11798497301060706
pypy,1000000,18.343782531970646,582488,0.02035043900832534,0.12010933103738353
pypy,10310000,248.00177562900353,4718828,0.5134811929892749,1.29347997502191
